FRic,FEve,FDiv,FDis,RaoQ,Site,Dive_Site,Year_of_Adoption,Location,Permission,Facilitated by,lat,lon,aca_geomorphology,slope_mean_2020_bio_oracle_3,terrain_ruggedness_index_2020_bio_oracle_3,topographic_position_index_2020_bio_oracle_3,DESIG,ADOPT_2024,NO_TAKE,NO_TK_AREA,STATUS_YR,Geomorphology,OBJECTI,grav_NC,pop_cnt,nm_prts,reef_vl,sedimnt,nutrint,cml_scr,tp_thrt,Region,is_bcu,grv_NC_,pp_cnt_,nm_prt_,rf_vl_r,sdmnt_r,ntrnt_r,score,scoreth,scorpfc,scoretr,scorecn,scorecy
0.15672249974712238,0.6205955922733957,0.8658996603297847,0.20795723657203857,0.04819378905280099,KAD_VURRO,Vurro,2005-2009,Kadavu,Ono,FLMMA/Kokomo,-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,Locally Managed Marine Area,2005-2009,Part,19.22,1985,Back Reef Slope,49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,Sediments,Melanesia,non-refugia,1.01353283,573.2444122,0,0,22.55356407,6.34106e-4,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752
0.13671557940912266,0.5851256446890182,0.9408072676104607,0.16035989982962134,0.0321583946317927,KUA_GOAT,KuataGoat,Non-adopter,Kuata,Namara,Barefoot Manta,-17.33537481,177.1509809,Deep Lagoon,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,None,0,NA,Deep Lagoon,47926,0.497143713,0.647062056,0,0.757802769,0.854733706,0.695336539,0.575346464,Sediments,Melanesia,non-refugia,0.697049597,1005.858948,0,33,178.8015289,0.014073923,-0.01278,-0.3972,0.18457,-0.55469,0.47781,-0.1116
0.10542170996895008,0.6151231698761178,0.8777852080950267,0.21368573089309145,0.04900440355807938,KUA_MPA,KuataMPA,Non-adopter,Kuata,Namara,Barefoot Manta,-17.36183827,177.1359799,Terrestrial Reef Flat,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
0.09738398369029512,0.6677717690226402,0.9219442618284184,0.16810440340018118,0.034014455908106436,KUA_noMPA,KuataNonMPA,Non-adopter,Kuata,Namara,Barefoot Manta,-17.3660347,177.1399643,Terrestrial Reef Flat,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
0.16497543155113226,0.6044061346071611,0.8770018884222296,0.2162248504574471,0.05560043801572766,Kua_Back,KuataBack,Non-adopter,Kuata,Namara,Barefoot Manta,-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,None,0,None,Sheltered Reef Slope,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
0.08810229770950719,0.6063080210741465,0.7917984601316146,0.18107018415879617,0.0374497345314916,Lau_Totoya_BT,CoralGarden,2010-2014,Totoya,Totoya,Fijian LMMA/Captain Cook Cruises,-19.00218046,-179.8781898,NA,10.61112,863.71924,-192.91789,qoliqoli,2010-2014,None,0,None,Outer Reef Flat,49692,0.06399955,0.492362078,0,0,0.732915257,0.629447423,0.319787385,Sediments,Melanesia,non-refugia,0.009458145,163.7047529,0,0,37.5112648,0.002929408,-0.07671,-0.89297,0.15016,-0.55246,-0.42444,0.19743
0.1597789061456858,0.6079143053362411,0.8993230760827222,0.2122186191137976,0.050308192016691566,Lau_Totoya_Joe,ReefCorner,2010-2014,Totoya,Totoya,Fijian LMMA/Captain Cook Cruises,-18.99945678,-179.8721369,Back Reef Slope,10.61112,863.71924,-192.91789,qoliqoli,2010-2014,None,0,None,Back Reef Slope,49640,0.063699875,0.571268957,0,0,0,0,0.105828139,Coastal pop,Melanesia,non-refugia,0.009359818,450.8471918,0,0,0,0,-0.07258,-0.84888,0.15274,-0.49148,-0.42444,0.18083
0.1118682120783889,0.6975678120279114,0.8904537714452764,0.16007497947520297,0.03170183955656214,Lau_VanuaBalavu,VBBay,Non-adopter,VanuaBalavu,Daliconi,Fijian LMMA/Captain Cook Cruises,-17.20382191,-178.9734533,Back Reef Slope,0.4948923,42.277264,12.657234,Locally Managed Marine Area,Non-Adopter,Part,4.66,2007,Back Reef Slope,47764,0.013279392,0.663968056,0,0.759029966,0.704097396,0.562544912,0.45048662,Tourism,Melanesia,refugia,4.03359e-4,1178.724392,0,34,26.18201828,4.29278e-4,0.0396,-0.12626,0.23237,0.09724,0.7605,0.07336
0.2307777431548695,0.6118466320649539,0.9547904316660679,0.15769075580232966,0.03720781400500522,SAV_GNU_2009,GoldenNuggets,2005-2009,VanuaLevu,Savusavu,Bua Provincial Councial/KorosunDive,-16.82430488,179.2706002,NA,3.6456804,289.92941,140.46001,Locally Managed Marine Area,2005-2009,Part,20.6,2004,Deep Lagoon,47273,0.382892248,0.858634332,0.998223313,0.865429702,0.794854348,0.642768964,0.757133818,Industrial dev,Melanesia,refugia,0.353583294,7645.003204,2,306,79.11255646,0.004097039,0.02434,-0.10809,0.22032,0.16556,0.38748,-0.02834
0.1919664830496341,0.6060904066291052,0.9291915311436805,0.2055805036464583,0.05373954471173761,SAV_SLR_1909,SplitRock,2005-2009,VanuaLevu,Savusavu,Bua Provincial Councial/KorosunDive,-16.80662252,179.2922599,NA,3.6456804,289.92941,140.46001,Locally Managed Marine Area,2005-2009,Part,20.6,2004,Sheltered Reef Slope,47273,0.382892248,0.858634332,0.998223313,0.865429702,0.794854348,0.642768964,0.757133818,Industrial dev,Melanesia,refugia,0.353583294,7645.003204,2,306,79.11255646,0.004097039,0.02434,-0.10809,0.22032,0.16556,0.38748,-0.02834
0.08680092148698393,0.6656156278835673,0.8704419038207204,0.18281219083724393,0.03757080716668571,WAI_ALI,AliceWonderland,2010-2014,VanuaLevu,Savusavu,Bua Provincial Councial/CousteuDive,-16.82817665,179.1878434,NA,2.4705825,181.01839,84.630943,qoliqoli,2010-2014,None,0,None,Outer Reef Flat,47272,0.40875803,0.389497399,0,0.666660561,0.761641165,0.591399038,0.469659366,Sediments,Melanesia,refugia,0.41026912,20.42838669,0,1,52.88097382,0.001066607,0.03692,-0.06416,0.21814,-0.10596,0.76408,-0.02734
0.13418346315599652,0.6214619212979585,0.9007043150104067,0.16963022839787403,0.035491994552185935,WAI_MYS,MysteryReef,2010-2014,VanuaLevu,Savusavu,Bua Provincial Councial/CousteuDive,-16.82181319,179.1888587,NA,2.4705825,181.01839,84.630943,qoliqoli,2010-2014,None,0,None,Outer Reef Flat,47272,0.40875803,0.389497399,0,0.666660561,0.761641165,0.591399038,0.469659366,Sediments,Melanesia,refugia,0.41026912,20.42838669,0,1,52.88097382,0.001066607,0.03692,-0.06416,0.21814,-0.10596,0.76408,-0.02734
0.24042364693462073,0.6212467904501319,0.9866069907708073,0.1046050253595029,0.02775219829810317,YA_COW,YaCOW,Non-adopter,Yasawa,Muaira,Barefoot Manta,-17.16472821,177.1946053,Outer Reef Flat,0.063202888,8.5026398,-0.33094046,qoliqoli,Non-Adopter,None,0,None,Outer Reef Flat,47746,0.470154146,0.587112609,0,0.92371236,0.580678976,0.561052457,0.520451758,Tourism,Melanesia,non-refugia,0.585998662,540.2162622,0,1217,3.152070761,4.01614e-4,-0.00432,-0.26223,0.18872,-0.287,0.28977,-0.11919
0.12534721429524537,0.6242956435739356,0.8975520461484476,0.17552098920880127,0.03447425969608583,YA_LIW,LittleWonders,Non-adopter,Yasawa,Muaira,Barefoot Manta,-17.15925308,177.1671203,Sheltered Reef Slope,0.070601173,7.5770392,4.7067151,qoliqoli,Non-Adopter,None,0,None,Sheltered Reef Slope,47746,0.470154146,0.587112609,0,0.92371236,0.580678976,0.561052457,0.520451758,Tourism,Melanesia,non-refugia,0.585998662,540.2162622,0,1217,3.152070761,4.01614e-4,-0.00432,-0.26223,0.18872,-0.287,0.28977,-0.11919
0.1452310498375561,0.6155900042413848,0.9763595940251205,0.12452031067716951,0.02980360296796974,YA_MAC,MantaChannel,Non-adopter,Yasawa,Muaira,Barefoot Manta,-17.1716061,177.1884218,NA,0.063202888,8.5026398,-0.33094046,qoliqoli,Non-Adopter,None,0,None,Sheltered Reef Slope,47746,0.470154146,0.587112609,0,0.92371236,0.580678976,0.561052457,0.520451758,Tourism,Melanesia,non-refugia,0.585998662,540.2162622,0,1217,3.152070761,4.01614e-4,-0.00432,-0.26223,0.18872,-0.287,0.28977,-0.11919
0.1767327018023509,0.656526979140014,0.968597811852559,0.16810691872890773,0.042161349806702664,YA_VAL,ValiBeach,Non-adopter,Yasawa,Muaira,Barefoot Manta,-17.16406392,177.1918663,Sheltered Reef Slope,0.063202888,8.5026398,-0.33094046,qoliqoli,Non-Adopter,None,0,None,Sheltered Reef Slope,47746,0.470154146,0.587112609,0,0.92371236,0.580678976,0.561052457,0.520451758,Tourism,Melanesia,non-refugia,0.585998662,540.2162622,0,1217,3.152070761,4.01614e-4,-0.00432,-0.26223,0.18872,-0.287,0.28977,-0.11919
0.07194141956790465,0.6279507561466848,0.9185149990550094,0.2023651587279773,0.04464046951308914,YA_VUI,Vuvui,Non-adopter,Yasawa,Muaira,Barefoot Manta,-17.19002182,177.1993791,Terrestrial Reef Flat,0.072848953,10.474944,-5.7781749,qoliqoli,Non-Adopter,None,0,NA,Terrestrial Reef Flat,47746,0.470154146,0.587112609,0,0.92371236,0.580678976,0.561052457,0.520451758,Tourism,Melanesia,non-refugia,0.585998662,540.2162622,0,1217,3.152070761,4.01614e-4,-0.00432,-0.26223,0.18872,-0.287,0.28977,-0.11919
