"Location","Permission","Facilitated.by","Dive_Site","Transect","lat","lon","aca_geomorphology","slope_mean_2020_bio_oracle_3","terrain_ruggedness_index_2020_bio_oracle_3","topographic_position_index_2020_bio_oracle_3","DESIG","ADOPT_2024","NO_TAKE","NO_TK_AREA","STATUS_YR","Geomorphology","OBJECTI","grav_NC","pop_cnt","nm_prts","reef_vl","sedimnt","nutrint","cml_scr","tp_thrt","Region","is_bcu","grv_NC_","pp_cnt_","nm_prt_","rf_vl_r","sdmnt_r","ntrnt_r","score","scoreth","scorpfc","scoretr","scorecn","scorecy","biomass_kg","biomass_kg_ha","abundance_ind_250m2","FRic","FEve","FDiv","FDis","RaoQ"
"Kadavu","Nukuvou","FLMMA/Matava","RobertsReef","KAD_ROB_Transect 5",-19.02253742,178.4892083,NA,7.4294782,543.73291,157.43689,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,17.6070318769453,704.281275077812,104,2.04898167041765e-12,0.716325177866856,0.896546928223848,0.237592379190808,0.0648394185969592
"Kadavu","Nukuvou","FLMMA/Matava","RobertsReef","KAD_LUPE_Transect 1",-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,13.3441807282099,533.767229128394,739,7.46967315571973e-16,0.788698288997137,0.808665869833727,0.0287082669977993,0.00472488800099053
"Kadavu","Nukuvou","FLMMA/Matava","Lupes","KAD_LUPE_Transect 2",-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,7.99617927469929,319.847170987972,210,2.29329562964471e-13,0.706809595728604,0.852823955982682,0.159831219031468,0.0320142579019928
"Kadavu","Nukuvou","FLMMA/Matava","Lupes","KAD_LUPE_Transect 3",-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,5.22671093592044,209.068437436818,198,3.04456110574227e-15,0.668060941194218,0.96568674623549,0.180328931042526,0.0374828897079986
"Kadavu","Nukuvou","FLMMA/Matava","Lupes","KAD_LUPE_Transect 4",-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,10.7039332115023,428.157328460092,385,1.67448607403869e-13,0.765862640143956,0.885079525332112,0.0804376514622557,0.0156845741918702
"Kadavu","Nukuvou","FLMMA/Matava","Lupes","KAD_LUPE_Transect 5",-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,6.00623044360612,240.249217744245,169,1.72819566783197e-13,0.731955411543478,0.918594401068776,0.200371595330591,0.0439257062234962
"Kadavu","Nukuvou","FLMMA/Matava","NukuvouCOW","KAD_COW_Transect 1",-19.01829737,178.4898473,NA,3.9523728,288.60309,155.06244,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,4.47780273114045,179.112109245618,53,2.12369926839715e-15,0.771897150496115,0.883635970094506,0.179522819656936,0.0393866090084716
"Kadavu","Nukuvou","FLMMA/Matava","NukuvouCOW","KAD_COW_Transect 2",-19.01829737,178.4898473,NA,3.9523728,288.60309,155.06244,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,3.23069060120744,129.227624048298,53,2.39178340583425e-16,0.836158999006198,0.94040070684519,0.172241026609069,0.031696553662389
"Kadavu","Nukuvou","FLMMA/Matava","NukuvouCOW","KAD_COW_Transect 3",-19.01829737,178.4898473,NA,3.9523728,288.60309,155.06244,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,6.56789941893005,262.715976757202,63,2.68804893156564e-14,0.716287917782741,0.904447633814988,0.194373334069965,0.0431864641059513
"Kadavu","Nukuvou","FLMMA/Matava","NukuvouCOW","KAD_COW_Transect 4",-19.01829737,178.4898473,NA,3.9523728,288.60309,155.06244,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,12.5166248259221,500.664993036882,137,3.61813557992622e-12,0.685026204784265,0.916050178481057,0.211728071912199,0.0509718549014535
"Kadavu","Ono","FLMMA/Kokomo","Narikoso","KAD_OnoBack_Transect 1",-18.9158333,178.5330556,"Back Reef Slope",1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Inner Reef Flat",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,4.0037323136769,160.149292547076,81,4.24861149425783e-19,0.681201014335288,0.971573968192208,0.165648773643681,0.0283615333228041
"Kadavu","Ono","FLMMA/Kokomo","Narikoso","KAD_OnoBack_Transect 2",-18.9158333,178.5330556,"Back Reef Slope",1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Inner Reef Flat",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,4.66508816363669,186.603526545468,87,2.45759137107287e-16,0.713884081214583,0.909759420314826,0.170405036927124,0.0310465194831267
"Kadavu","Ono","FLMMA/Kokomo","Narikoso","KAD_OnoBack_Transect 3",-18.9158333,178.5330556,"Back Reef Slope",1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Inner Reef Flat",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,4.28852465530133,171.540986212053,96,9.95873190487681e-16,0.704830783346931,0.908772131027466,0.173830027969144,0.0342392746754775
"Kadavu","Ono","FLMMA/Kokomo","Narikoso","KAD_OnoBack_Transect 4",-18.9158333,178.5330556,"Back Reef Slope",1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Inner Reef Flat",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,1.70725551498284,68.2902205993135,63,7.23829562189585e-18,0.691522451737487,0.945291860924496,0.206875447842891,0.0463545009991837
"Kadavu","Ono","FLMMA/Kokomo","Narikoso","KAD_OnoBack_Transect 5",-18.9158333,178.5330556,"Back Reef Slope",1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Inner Reef Flat",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,4.46688641519073,178.675456607629,86,6.95467696323641e-16,0.600355228259944,0.90140805966057,0.18252731735458,0.0372781718651917
"Kadavu","Ono","FLMMA/Kokomo","Maidive","KAD_MaiDive_Transect 2",-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,5.81558213996711,232.623285598684,72,8.91040381550223e-17,0.729933248203055,0.919105550359143,0.190878759082301,0.0390840862573935
"Kadavu","Ono","FLMMA/Kokomo","Maidive","KAD_MaiDive_Transect 3",-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,15.6531424822549,626.125699290195,150,2.51555096186764e-16,0.653629686913445,0.910395062142588,0.167935983935729,0.0317235166095972
"Kadavu","Ono","FLMMA/Kokomo","Maidive","KAD_MaiDive_Transect 4",-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,15.1080086219486,604.320344877942,142,6.63055638962657e-16,0.722906744615344,0.936045497822865,0.159100121746803,0.0294921134974226
"Kadavu","Ono","FLMMA/Kokomo","Maidive","KAD_MaiDive_Transect 5",-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,5.03565002806493,201.426001122597,55,1.53338002968402e-20,0.677064192362251,0.921122848791752,0.134839445433194,0.0224331965016484
"Kadavu","Ono","FLMMA/Kokomo","Maidive","KAD_MaiDive_Transect 6",-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,9.61378217061589,384.551286824636,115,8.30084428992059e-17,0.617209785236339,0.934195045245649,0.177316419301246,0.0326146945921354
"Kadavu","Ono","FLMMA/Kokomo","Vurro","KAD_VURRO_Transect 1",-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,"Sediments","Melanesia","non-refugia",1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,4.46159365368578,178.463746147431,133,2.49693666040784e-12,0.659285149713429,0.914395593989517,0.176239253715825,0.0396793465061669
"Kadavu","Ono","FLMMA/Kokomo","Vurro","KAD_VURRO_Transect 2",-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,"Sediments","Melanesia","non-refugia",1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,9.73016608745757,389.206643498303,127,1.17804821404565e-11,0.695312822548966,0.906078575304605,0.252595552904405,0.068960843649449
"Kadavu","Ono","FLMMA/Kokomo","Vurro","KAD_VURRO_Transect 3",-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,"Sediments","Melanesia","non-refugia",1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,8.90542421986367,356.216968794547,286,4.68708429138983e-12,0.605922626957647,0.895541059684525,0.187268496357783,0.0387075585019156
"Kadavu","Ono","FLMMA/Kokomo","Vurro","KAD_VURRO_Transect 4",-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,"Sediments","Melanesia","non-refugia",1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,4.21393894193889,168.557557677556,82,1.03900731688266e-15,0.665766543433084,0.909901677773633,0.196211477231834,0.0417360188999824
"Kadavu","Ono","FLMMA/Kokomo","Vurro","KAD_VURRO_Transect 5",-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,"Sediments","Melanesia","non-refugia",1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,10.5597048873126,422.388195492506,145,1.78192419219805e-13,0.652590360117159,0.899415654956909,0.183168603720891,0.0369058438004102
"Kadavu","Ono","FLMMA/Kokomo","Vurro","KAD_VURRO_Transect 6",-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,"Sediments","Melanesia","non-refugia",1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,5.82787527166399,233.11501086656,165,8.94109945870041e-13,0.696200604795997,0.951824535868889,0.201891130538246,0.0469832631335856
"Kadavu","Ono","FLMMA/Kokomo","Birdland","KAD_BIRD_Transect 1",-18.84763115,178.5021932,"Back Reef Slope",1.3203984,99.25547,89.51445,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49542,0.571425896,0.535405524,0,0,0.599143004,0.545648849,0.375270546,"Sediments","Melanesia","non-refugia",1.160336377,293.8462265,0,0,4.663125992,0.000226514,-0.05091,-0.68252,0.13163,-0.09355,-0.01837,-0.11807,1.45150794718067,58.0603178872267,66,3.45197573345973e-17,0.693077300642318,0.922580015723846,0.188832048785636,0.0388230212758529
"Kadavu","Ono","FLMMA/Kokomo","Birdland","KAD_BIRD_Transect 2",-18.84763115,178.5021932,"Back Reef Slope",1.3203984,99.25547,89.51445,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49542,0.571425896,0.535405524,0,0,0.599143004,0.545648849,0.375270546,"Sediments","Melanesia","non-refugia",1.160336377,293.8462265,0,0,4.663125992,0.000226514,-0.05091,-0.68252,0.13163,-0.09355,-0.01837,-0.11807,1.42490038114561,56.9960152458243,74,5.80419736251809e-15,0.727472947564547,0.904248203082147,0.16833725602266,0.0323955843360622
"Kadavu","Ono","FLMMA/Kokomo","Birdland","KAD_BIRD_Transect 3",-18.84763115,178.5021932,"Back Reef Slope",1.3203984,99.25547,89.51445,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49542,0.571425896,0.535405524,0,0,0.599143004,0.545648849,0.375270546,"Sediments","Melanesia","non-refugia",1.160336377,293.8462265,0,0,4.663125992,0.000226514,-0.05091,-0.68252,0.13163,-0.09355,-0.01837,-0.11807,3.1222254804393,124.889019217572,71,3.06044987990406e-14,0.726008573757706,0.923662264475595,0.19662288303953,0.0406753794460144
