"FRic","FEve","FDiv","FDis","RaoQ","Site","Dive_Site","Year_of_Adoption","Location","Permission","Facilitated.by","lat","lon","aca_geomorphology","slope_mean_2020_bio_oracle_3","terrain_ruggedness_index_2020_bio_oracle_3","topographic_position_index_2020_bio_oracle_3","DESIG","ADOPT_2024","NO_TAKE","NO_TK_AREA","STATUS_YR","Geomorphology","OBJECTI","grav_NC","pop_cnt","nm_prts","reef_vl","sedimnt","nutrint","cml_scr","tp_thrt","Region","is_bcu","grv_NC_","pp_cnt_","nm_prt_","rf_vl_r","sdmnt_r","ntrnt_r","score","scoreth","scorpfc","scoretr","scorecn","scorecy"
0.0973839836902951,0.66777176902264,0.921944261828418,0.168104403400181,0.0340144559081064,"KUA_noMPA","KuataNonMPA","Non-adopter","Kuata","Namara","Barefoot Manta",-17.3660347,177.1399643,"Terrestrial Reef Flat",0.16416138,16.897337,-2.3884435,"qoliqoli","Non-Adopter","None",0,"None","Terrestrial Reef Flat",48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,"Tourism","Melanesia","non-refugia",0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
0.164975431551132,0.604406134607161,0.87700188842223,0.216224850457447,0.0556004380157277,"Kua_Back","KuataBack","Non-adopter","Kuata","Namara","Barefoot Manta",-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,"qoliqoli","Non-Adopter","None",0,"None","Sheltered Reef Slope",48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,"Tourism","Melanesia","non-refugia",0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
0.0881022977095072,0.606308021074146,0.791798460131615,0.181070184158796,0.0374497345314916,"Lau_Totoya_BT","CoralGarden","2010-2014","Totoya","Totoya","Fijian LMMA/Captain Cook Cruises",-19.00218046,-179.8781898,NA,10.61112,863.71924,-192.91789,"qoliqoli","2010-2014","None",0,"None","Outer Reef Flat",49692,0.06399955,0.492362078,0,0,0.732915257,0.629447423,0.319787385,"Sediments","Melanesia","non-refugia",0.009458145,163.7047529,0,0,37.5112648,0.002929408,-0.07671,-0.89297,0.15016,-0.55246,-0.42444,0.19743
0.159778906145686,0.607914305336241,0.899323076082722,0.212218619113798,0.0503081920166916,"Lau_Totoya_Joe","ReefCorner","2010-2014","Totoya","Totoya","Fijian LMMA/Captain Cook Cruises",-18.99945678,-179.8721369,"Back Reef Slope",10.61112,863.71924,-192.91789,"qoliqoli","2010-2014","None",0,"None","Back Reef Slope",49640,0.063699875,0.571268957,0,0,0,0,0.105828139,"Coastal pop","Melanesia","non-refugia",0.009359818,450.8471918,0,0,0,0,-0.07258,-0.84888,0.15274,-0.49148,-0.42444,0.18083
0.111868212078389,0.697567812027911,0.890453771445276,0.160074979475203,0.0317018395565621,"Lau_VanuaBalavu","VBBay","Non-adopter","VanuaBalavu","Daliconi","Fijian LMMA/Captain Cook Cruises",-17.20382191,-178.9734533,"Back Reef Slope",0.4948923,42.277264,12.657234,"Locally Managed Marine Area","Non-Adopter","Part",4.66,"2007","Back Reef Slope",47764,0.013279392,0.663968056,0,0.759029966,0.704097396,0.562544912,0.45048662,"Tourism","Melanesia","refugia",0.000403359,1178.724392,0,34,26.18201828,0.000429278,0.0396,-0.12626,0.23237,0.09724,0.7605,0.07336
0.23077774315487,0.611846632064954,0.954790431666068,0.15769075580233,0.0372078140050052,"SAV_GNU_2009","GoldenNuggets","2005-2009","VanuaLevu","Savusavu","Bua Provincial Councial/KorosunDive",-16.82430488,179.2706002,NA,3.6456804,289.92941,140.46001,"Locally Managed Marine Area","2005-2009","Part",20.6,"2004","Deep Lagoon",47273,0.382892248,0.858634332,0.998223313,0.865429702,0.794854348,0.642768964,0.757133818,"Industrial dev","Melanesia","refugia",0.353583294,7645.003204,2,306,79.11255646,0.004097039,0.02434,-0.10809,0.22032,0.16556,0.38748,-0.02834
0.191966483049634,0.606090406629105,0.92919153114368,0.205580503646458,0.0537395447117376,"SAV_SLR_1909","SplitRock","2005-2009","VanuaLevu","Savusavu","Bua Provincial Councial/KorosunDive",-16.80662252,179.2922599,NA,3.6456804,289.92941,140.46001,"Locally Managed Marine Area","2005-2009","Part",20.6,"2004","Sheltered Reef Slope",47273,0.382892248,0.858634332,0.998223313,0.865429702,0.794854348,0.642768964,0.757133818,"Industrial dev","Melanesia","refugia",0.353583294,7645.003204,2,306,79.11255646,0.004097039,0.02434,-0.10809,0.22032,0.16556,0.38748,-0.02834
0.0868009214869839,0.665615627883567,0.87044190382072,0.182812190837244,0.0375708071666857,"WAI_ALI","AliceWonderland","2010-2014","VanuaLevu","Savusavu","Bua Provincial Councial/CousteuDive",-16.82817665,179.1878434,NA,2.4705825,181.01839,84.630943,"qoliqoli","2010-2014","None",0,"None","Outer Reef Flat",47272,0.40875803,0.389497399,0,0.666660561,0.761641165,0.591399038,0.469659366,"Sediments","Melanesia","refugia",0.41026912,20.42838669,0,1,52.88097382,0.001066607,0.03692,-0.06416,0.21814,-0.10596,0.76408,-0.02734
0.134183463155997,0.621461921297959,0.900704315010407,0.169630228397874,0.0354919945521859,"WAI_MYS","MysteryReef","2010-2014","VanuaLevu","Savusavu","Bua Provincial Councial/CousteuDive",-16.82181319,179.1888587,NA,2.4705825,181.01839,84.630943,"qoliqoli","2010-2014","None",0,"None","Outer Reef Flat",47272,0.40875803,0.389497399,0,0.666660561,0.761641165,0.591399038,0.469659366,"Sediments","Melanesia","refugia",0.41026912,20.42838669,0,1,52.88097382,0.001066607,0.03692,-0.06416,0.21814,-0.10596,0.76408,-0.02734
0.240423646934621,0.621246790450132,0.986606990770807,0.104605025359503,0.0277521982981032,"YA_COW","YaCOW","Non-adopter","Yasawa","Muaira","Barefoot Manta",-17.16472821,177.1946053,"Outer Reef Flat",0.063202888,8.5026398,-0.33094046,"qoliqoli","Non-Adopter","None",0,"None","Outer Reef Flat",47746,0.470154146,0.587112609,0,0.92371236,0.580678976,0.561052457,0.520451758,"Tourism","Melanesia","non-refugia",0.585998662,540.2162622,0,1217,3.152070761,0.000401614,-0.00432,-0.26223,0.18872,-0.287,0.28977,-0.11919
0.125347214295245,0.624295643573936,0.897552046148448,0.175520989208801,0.0344742596960858,"YA_LIW","LittleWonders","Non-adopter","Yasawa","Muaira","Barefoot Manta",-17.15925308,177.1671203,"Sheltered Reef Slope",0.070601173,7.5770392,4.7067151,"qoliqoli","Non-Adopter","None",0,"None","Sheltered Reef Slope",47746,0.470154146,0.587112609,0,0.92371236,0.580678976,0.561052457,0.520451758,"Tourism","Melanesia","non-refugia",0.585998662,540.2162622,0,1217,3.152070761,0.000401614,-0.00432,-0.26223,0.18872,-0.287,0.28977,-0.11919
0.145231049837556,0.615590004241385,0.976359594025121,0.12452031067717,0.0298036029679697,"YA_MAC","MantaChannel","Non-adopter","Yasawa","Muaira","Barefoot Manta",-17.1716061,177.1884218,NA,0.063202888,8.5026398,-0.33094046,"qoliqoli","Non-Adopter","None",0,"None","Sheltered Reef Slope",47746,0.470154146,0.587112609,0,0.92371236,0.580678976,0.561052457,0.520451758,"Tourism","Melanesia","non-refugia",0.585998662,540.2162622,0,1217,3.152070761,0.000401614,-0.00432,-0.26223,0.18872,-0.287,0.28977,-0.11919
0.176732701802351,0.656526979140014,0.968597811852559,0.168106918728908,0.0421613498067027,"YA_VAL","ValiBeach","Non-adopter","Yasawa","Muaira","Barefoot Manta",-17.16406392,177.1918663,"Sheltered Reef Slope",0.063202888,8.5026398,-0.33094046,"qoliqoli","Non-Adopter","None",0,"None","Sheltered Reef Slope",47746,0.470154146,0.587112609,0,0.92371236,0.580678976,0.561052457,0.520451758,"Tourism","Melanesia","non-refugia",0.585998662,540.2162622,0,1217,3.152070761,0.000401614,-0.00432,-0.26223,0.18872,-0.287,0.28977,-0.11919
0.0719414195679046,0.627950756146685,0.918514999055009,0.202365158727977,0.0446404695130891,"YA_VUI","Vuvui","Non-adopter","Yasawa","Muaira","Barefoot Manta",-17.19002182,177.1993791,"Terrestrial Reef Flat",0.072848953,10.474944,-5.7781749,"qoliqoli","Non-Adopter","None",0,"","Terrestrial Reef Flat",47746,0.470154146,0.587112609,0,0.92371236,0.580678976,0.561052457,0.520451758,"Tourism","Melanesia","non-refugia",0.585998662,540.2162622,0,1217,3.152070761,0.000401614,-0.00432,-0.26223,0.18872,-0.287,0.28977,-0.11919
