Location,Permission,Fishing_Ground,Facilitated.by,Dive_Site,Transect,Median_Depth,lat,lon,aca_geomorphology,slope_mean_2020_bio_oracle_3,terrain_ruggedness_index_2020_bio_oracle_3,topographic_position_index_2020_bio_oracle_3,DESIG,ADOPT_2024,Median..year.,Timescale..years.,NO_TAKE,NO_TK_AREA,STATUS_YR,Geomorphology,OBJECTI,grav_NC,pop_cnt,nm_prts,reef_vl,sedimnt,nutrint,cml_scr,tp_thrt,Region,is_bcu,grv_NC_,pp_cnt_,nm_prt_,rf_vl_r,sdmnt_r,ntrnt_r,score,scoreth,scorpfc,scoretr,scorecn,scorecy,biomass_kg,biomass_kg_ha,abundance_ind_250m2,FRic,FEve,FDiv,FDis,RaoQ,Year,dhw_max_6_year_max,dhw_max_6_year_mean,sst_mean_6_year_mean,sst_median_6_year_mean,sst_q90_6_year_mean,sst_sd_6_year_mean,andrello_sediments,closest_ID,closest_Lat,closest_Lon,Grav_tot,cryptoBRout,crypto5BRout,crypto15BRout,pareBRout,pare5BRout,pare15BRout,residBRout,resid15BRout,resid35BRout,transiBRout,transi15BRout,transi35BRout,cryptoBROF,crypto5BROF,crypto15BROF,pareBROF,pare5BROF,pare15BROF,residBROF,resid15BROF,resid35BROF,transiBROF,transi15BROF,transi35BROF,cryptoBRbtw,crypto5BRbtw,crypto15BRbtw,pareBRbtw,pare5BRbtw,pare15BRbtw,residBRbtw,resid15BRbtw,resid35BRbtw,transiBRbtw,transi15BRbtw,transi35BRbtw,cryptoBRin,crypto5BRin,crypto15BRin,pareBRin,pare5BRin,pare15BRin,residBRin,resid15BRin,resid35BRin,transiBRin,transi15BRin,transi35BRin,cryptoBRIF,crypto5BRIF,crypto15BRIF,pareBRIF,pare5BRIF,pare15BRIF,residBRIF,resid15BRIF,resid35BRIF,transiBRIF,transi15BRIF,transi35BRIF,cryptoLR,crypto5LR,crypto15LR,pare5LR,pare15LR,pareLR,transiLR,transi15LR,transi35LR,residLR,resid15LR,resid35LR,sp_richn,fdis,feve,fric,fdiv,fori,fspe
Kadavu,Dravuni,Kadavu_Ono,FLMMA/Kokomo,FijiGold,KAD_FIGO_Transect 2,7,-18.7133333,178.5438889,Outer Reef Flat,1.8246502,256.33005,231.32104,Locally Managed Marine Area,2000-2004,2002,23,Part,19.22,1985,Sheltered Reef Slope,49455,0.634133094,0.457011503,0,0,0.411780933,0.48458718,0.331252118,Fishing,Melanesia,non-refugia,1.749591113,90.88370705,0,0,0.00050645,3.27e-06,-0.0587,-0.63161,0.13694,-0.06705,-0.38448,-0.11242,27.66931647,1106.772659,411,5.15e-14,0.58273838,0.960267246,0.143929522,0.031283088,2024,7.9225402,4.2185998,27.3444,27.309601,28.999599,1.2636,0,V9869,-18.74,178.52,10,87,51,24,75,47,95,75,125,92,9,26,15,1055,2545,1226,2138,2572,1923,1595,1220,244,180,486,224,1130.537932,1431.841776,3078.666667,20629.73236,4859.052848,31.0231445,22739.43404,194.5863487,18686.68545,0,6.99596118,100.1990338,22,28,20,18,24,28,18,35,23,0,11,1,625,3158,1252,588,4942,2496,570,1350,125,0,417,16,20,285,45,462,84,32,0,0,0,30,32,4,34,0.445413236,0.247751,0.074616934,0.720441319,0.060388142,0.410205362
Kadavu,Dravuni,Kadavu_Ono,FLMMA/Kokomo,FijiGold,KAD_FIGO_Transect 3,11,-18.7133333,178.5438889,Outer Reef Flat,1.8246502,256.33005,231.32104,Locally Managed Marine Area,2000-2004,2002,23,Part,19.22,1985,Sheltered Reef Slope,49455,0.634133094,0.457011503,0,0,0.411780933,0.48458718,0.331252118,Fishing,Melanesia,non-refugia,1.749591113,90.88370705,0,0,0.00050645,3.27e-06,-0.0587,-0.63161,0.13694,-0.06705,-0.38448,-0.11242,6.10504946,244.2019784,250,5.26e-13,0.6491692,0.953580764,0.130167932,0.028510042,2024,7.9225402,4.2185998,27.3444,27.309601,28.999599,1.2636,0,V9869,-18.74,178.52,10,87,51,24,75,47,95,75,125,92,9,26,15,1055,2545,1226,2138,2572,1923,1595,1220,244,180,486,224,1130.537932,1431.841776,3078.666667,20629.73236,4859.052848,31.0231445,22739.43404,194.5863487,18686.68545,0,6.99596118,100.1990338,22,28,20,18,24,28,18,35,23,0,11,1,625,3158,1252,588,4942,2496,570,1350,125,0,417,16,20,285,45,462,84,32,0,0,0,30,32,4,32,0.46480918,0.359384,0.092792938,0.789849341,0.034675378,0.398675704
Kadavu,Dravuni,Kadavu_Ono,FLMMA/Kokomo,FijiGold,KAD_FIGO_Transect 4,8,-18.7133333,178.5438889,Outer Reef Flat,1.8246502,256.33005,231.32104,Locally Managed Marine Area,2000-2004,2002,23,Part,19.22,1985,Sheltered Reef Slope,49455,0.634133094,0.457011503,0,0,0.411780933,0.48458718,0.331252118,Fishing,Melanesia,non-refugia,1.749591113,90.88370705,0,0,0.00050645,3.27e-06,-0.0587,-0.63161,0.13694,-0.06705,-0.38448,-0.11242,11.3233357,452.9334279,375,7.26e-13,0.720101006,0.980957346,0.127936697,0.029225957,2024,7.9225402,4.2185998,27.3444,27.309601,28.999599,1.2636,0,V9869,-18.74,178.52,10,87,51,24,75,47,95,75,125,92,9,26,15,1055,2545,1226,2138,2572,1923,1595,1220,244,180,486,224,1130.537932,1431.841776,3078.666667,20629.73236,4859.052848,31.0231445,22739.43404,194.5863487,18686.68545,0,6.99596118,100.1990338,22,28,20,18,24,28,18,35,23,0,11,1,625,3158,1252,588,4942,2496,570,1350,125,0,417,16,20,285,45,462,84,32,0,0,0,30,32,4,38,0.563407023,0.458672,0.1102162,0.884206979,0.031929084,0.454516913
Kadavu,Dravuni,Kadavu_Ono,FLMMA/Kokomo,FijiGold,KAD_FIGO_Transect 5,8,-18.7133333,178.5438889,Outer Reef Flat,1.8246502,256.33005,231.32104,Locally Managed Marine Area,2000-2004,2002,23,Part,19.22,1985,Sheltered Reef Slope,49455,0.634133094,0.457011503,0,0,0.411780933,0.48458718,0.331252118,Fishing,Melanesia,non-refugia,1.749591113,90.88370705,0,0,0.00050645,3.27e-06,-0.0587,-0.63161,0.13694,-0.06705,-0.38448,-0.11242,13.44233476,537.6933905,349,5.2e-14,0.663673307,0.97630435,0.127987662,0.028649166,2024,7.9225402,4.2185998,27.3444,27.309601,28.999599,1.2636,0,V9869,-18.74,178.52,10,87,51,24,75,47,95,75,125,92,9,26,15,1055,2545,1226,2138,2572,1923,1595,1220,244,180,486,224,1130.537932,1431.841776,3078.666667,20629.73236,4859.052848,31.0231445,22739.43404,194.5863487,18686.68545,0,6.99596118,100.1990338,22,28,20,18,24,28,18,35,23,0,11,1,625,3158,1252,588,4942,2496,570,1350,125,0,417,16,20,285,45,462,84,32,0,0,0,30,32,4,38,0.542172643,0.49201,0.055430961,0.927793544,0.015915685,0.491301754
Kadavu,Dravuni,Kadavu_Ono,FLMMA/Kokomo,FijiGold,KAD_FIGO_Transect 6,4,-18.7133333,178.5438889,Outer Reef Flat,1.8246502,256.33005,231.32104,Locally Managed Marine Area,2000-2004,2002,23,Part,19.22,1985,Sheltered Reef Slope,49455,0.634133094,0.457011503,0,0,0.411780933,0.48458718,0.331252118,Fishing,Melanesia,non-refugia,1.749591113,90.88370705,0,0,0.00050645,3.27e-06,-0.0587,-0.63161,0.13694,-0.06705,-0.38448,-0.11242,9.411321205,376.4528482,196,1.55e-12,0.690810543,0.932286956,0.181818685,0.03885381,2024,7.9225402,4.2185998,27.3444,27.309601,28.999599,1.2636,0,V9869,-18.74,178.52,10,87,51,24,75,47,95,75,125,92,9,26,15,1055,2545,1226,2138,2572,1923,1595,1220,244,180,486,224,1130.537932,1431.841776,3078.666667,20629.73236,4859.052848,31.0231445,22739.43404,194.5863487,18686.68545,0,6.99596118,100.1990338,22,28,20,18,24,28,18,35,23,0,11,1,625,3158,1252,588,4942,2496,570,1350,125,0,417,16,20,285,45,462,84,32,0,0,0,30,32,4,38,0.338621052,0.360665,0.126956731,0.718781721,0.089611667,0.360333214
Kadavu,Nukuvou,Kadavu,FLMMA/Matava,Lupes,KAD_LUPE_Transect 1,11,-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,13.34418073,533.7672291,739,7.47e-16,0.788698289,0.80866587,0.028708267,0.004724888,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,30.951447,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0,27,0.324968131,0.350795,0.030272973,0.960694506,0.03029462,0.364154278
Kadavu,Nukuvou,Kadavu,FLMMA/Matava,Lupes,KAD_LUPE_Transect 2,9.5,-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,7.996179275,319.847171,210,2.29e-13,0.706809596,0.852823956,0.159831219,0.032014258,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,34.568253,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0,34,0.360704642,0.33713,0.091600476,0.907234535,0.049484653,0.355817274
Kadavu,Nukuvou,Kadavu,FLMMA/Matava,Lupes,KAD_LUPE_Transect 3,8,-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,5.226710936,209.0684374,198,3.04e-15,0.668060941,0.965686746,0.180328931,0.03748289,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,34.568253,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0,28,0.437976292,0.372883,0.038168312,0.851943488,0.045564932,0.364452812
Kadavu,Nukuvou,Kadavu,FLMMA/Matava,Lupes,KAD_LUPE_Transect 4,8,-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,10.70393321,428.1573285,385,1.67e-13,0.76586264,0.885079525,0.080437651,0.015684574,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,34.568253,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0,34,0.2910331,0.556747,0.11833281,0.946147936,0.034614243,0.382218302
Kadavu,Nukuvou,Kadavu,FLMMA/Matava,Lupes,KAD_LUPE_Transect 5,6.5,-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,Locally Managed Marine Area,2000-2004,2002,23,Part,10.87,2003,Back Reef Slope,49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,Tourism,Melanesia,non-refugia,0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,6.006230444,240.2492177,169,1.73e-13,0.731955412,0.918594401,0.200371595,0.043925706,2024,7.5496898,3.99488,27.196899,27.1602,28.8913,1.2873,34.568253,V9871,-19.06,178.52,5,69,98,19,60,74,86,60,152,74,9,77,18,830,3007,1018,1672,2374,1146,1180,1275,196,135,1182,304,1090.674742,4087.721367,3968.333333,3559.202134,3238.796019,1444.602142,3708.478889,1774.414125,1312.505088,3793.120878,1240.462885,3937.645937,34,62,12,40,39,48,40,64,45,5,21,10,440,1887,601,1170,1698,825,925,525,118,135,246,168,0,64,0,106,60,0,0,3,0,0,22,0,35,0.353938814,0.571824,0.030700958,0.919569307,0.023810292,0.334568449
