"Location","Permission","Facilitated.by","Dive_Site","Fishing.Grounds","Transect","lat","lon","aca_geomorphology","slope_mean_2020_bio_oracle_3","terrain_ruggedness_index_2020_bio_oracle_3","topographic_position_index_2020_bio_oracle_3","DESIG","ADOPT_2024","NO_TAKE","NO_TK_AREA","STATUS_YR","Geomorphology","OBJECTI","grav_NC","pop_cnt","nm_prts","reef_vl","sedimnt","nutrint","cml_scr","tp_thrt","Region","is_bcu","grv_NC_","pp_cnt_","nm_prt_","rf_vl_r","sdmnt_r","ntrnt_r","score","scoreth","scorpfc","scoretr","scorecn","scorecy","biomass_kg","biomass_kg_ha","abundance_ind_250m2","FRic","FEve","FDiv","FDis","RaoQ","Sizec"
"Kadavu","Dravuni","FLMMA/Kokomo","FijiGold","Kadavu 1","KAD_FIGO_Transect 2",-18.7133333,178.5438889,"Outer Reef Flat",1.8246502,256.33005,231.32104,"Locally Managed Marine Area","2000-2004","Part",19.22,"1985","Sheltered Reef Slope",49455,0.634133094,0.457011503,0,0,0.411780933,0.48458718,0.331252118,"Fishing","Melanesia","non-refugia",1.749591113,90.88370705,0,0,0.00050645,3.27e-06,-0.0587,-0.63161,0.13694,-0.06705,-0.38448,-0.11242,27.6693164720862,1106.77265888345,411,3.86665693043198e-10,0.578313253591756,0.954477535258447,0.223230922796337,0.0732121676649436,15.7578757976028
"Kadavu","Dravuni","FLMMA/Kokomo","FijiGold","Kadavu 1","KAD_FIGO_Transect 3",-18.7133333,178.5438889,"Outer Reef Flat",1.8246502,256.33005,231.32104,"Locally Managed Marine Area","2000-2004","Part",19.22,"1985","Sheltered Reef Slope",49455,0.634133094,0.457011503,0,0,0.411780933,0.48458718,0.331252118,"Fishing","Melanesia","non-refugia",1.749591113,90.88370705,0,0,0.00050645,3.27e-06,-0.0587,-0.63161,0.13694,-0.06705,-0.38448,-0.11242,6.10504945982661,244.201978393064,250,2.7787964762847e-10,0.659716852038169,0.95672099943451,0.228791169905759,0.0757622132149425,14.1314739073769
"Kadavu","Dravuni","FLMMA/Kokomo","FijiGold","Kadavu 1","KAD_FIGO_Transect 4",-18.7133333,178.5438889,"Outer Reef Flat",1.8246502,256.33005,231.32104,"Locally Managed Marine Area","2000-2004","Part",19.22,"1985","Sheltered Reef Slope",49455,0.634133094,0.457011503,0,0,0.411780933,0.48458718,0.331252118,"Fishing","Melanesia","non-refugia",1.749591113,90.88370705,0,0,0.00050645,3.27e-06,-0.0587,-0.63161,0.13694,-0.06705,-0.38448,-0.11242,11.323335697901,452.93342791604,375,4.42426177480992e-10,0.708293093114429,0.982130674007851,0.206274687253955,0.0711992116651625,14.4952662032555
"Kadavu","Dravuni","FLMMA/Kokomo","FijiGold","Kadavu 1","KAD_FIGO_Transect 5",-18.7133333,178.5438889,"Outer Reef Flat",1.8246502,256.33005,231.32104,"Locally Managed Marine Area","2000-2004","Part",19.22,"1985","Sheltered Reef Slope",49455,0.634133094,0.457011503,0,0,0.411780933,0.48458718,0.331252118,"Fishing","Melanesia","non-refugia",1.749591113,90.88370705,0,0,0.00050645,3.27e-06,-0.0587,-0.63161,0.13694,-0.06705,-0.38448,-0.11242,13.442334763018,537.693390520721,349,2.57191862960308e-10,0.687906253598316,0.977497800287813,0.210912988556994,0.0701702264326776,15.0000103665669
"Kadavu","Dravuni","FLMMA/Kokomo","FijiGold","Kadavu 1","KAD_FIGO_Transect 6",-18.7133333,178.5438889,"Outer Reef Flat",1.8246502,256.33005,231.32104,"Locally Managed Marine Area","2000-2004","Part",19.22,"1985","Sheltered Reef Slope",49455,0.634133094,0.457011503,0,0,0.411780933,0.48458718,0.331252118,"Fishing","Melanesia","non-refugia",1.749591113,90.88370705,0,0,0.00050645,3.27e-06,-0.0587,-0.63161,0.13694,-0.06705,-0.38448,-0.11242,9.41132120498623,376.452848199449,196,1.0256108817128e-09,0.72859420414732,0.936534396761677,0.290571464289739,0.0985581849179605,16.3236301781199
"Kadavu","Nukuvou","FLMMA/Matava","Lupes","Kadavu 2","KAD_LUPE_Transect 2",-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,7.99617927469929,319.847170987972,210,4.21054436061587e-10,0.695256357514533,0.859825966576945,0.24725958262932,0.0802700383214996,34.5066145768815
"Kadavu","Nukuvou","FLMMA/Matava","Lupes","Kadavu 2","KAD_LUPE_Transect 3",-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,5.22671093592044,209.068437436818,198,5.89132494727729e-12,0.680479006157858,0.946151682846503,0.2913656662467,0.100108555470685,30.5994137812102
"Kadavu","Nukuvou","FLMMA/Matava","Lupes","Kadavu 2","KAD_LUPE_Transect 4",-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,10.7039332115023,428.157328460092,385,2.61943377454967e-10,0.753407855872283,0.852297753625783,0.124499130430726,0.0388350446648328,38.8425235012279
"Kadavu","Nukuvou","FLMMA/Matava","Lupes","Kadavu 2","KAD_LUPE_Transect 5",-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,6.00623044360612,240.249217744245,169,1.9519657642673e-10,0.724935556927506,0.928902278918116,0.315526316948063,0.110142792343951,29.0762815017784
"Kadavu","Ono","FLMMA/Kokomo","Maidive","Kadavu 1","KAD_MaiDive_Transect 2",-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,5.81558213996711,232.623285598684,72,7.52071559391518e-14,0.712140711247036,0.846819677990764,0.288077704634105,0.0899032884139906,26.9163892842306
"Kadavu","Ono","FLMMA/Kokomo","Maidive","Kadavu 1","KAD_MaiDive_Transect 3",-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,15.6531424822549,626.125699290195,150,4.23459561981303e-13,0.657685151007808,0.878211224907762,0.279880556785849,0.0877396858223041,26.7704259918588
"Kadavu","Ono","FLMMA/Kokomo","Maidive","Kadavu 1","KAD_MaiDive_Transect 4",-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,15.1080086219486,604.320344877942,142,1.85687805279623e-12,0.719574471474093,0.875965655000398,0.24092565489812,0.0705855470428752,21.3414550874154
"Kadavu","Ono","FLMMA/Kokomo","Maidive","Kadavu 1","KAD_MaiDive_Transect 5",-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,5.03565002806493,201.426001122597,55,7.91518448598649e-15,0.678773630502616,0.914284985072161,0.273757460838817,0.0901614896440084,23.7706253869224
"Kadavu","Ono","FLMMA/Kokomo","Maidive","Kadavu 1","KAD_MaiDive_Transect 6",-18.9059233,178.52366,NA,1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Back Reef Slope",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,9.61378217061589,384.551286824636,115,1.29100958870582e-13,0.622474920567045,0.894505152054403,0.290539305116301,0.0893262171638117,23.5965330373479
"Kadavu","Ono","FLMMA/Kokomo","Narikoso","Kadavu 1","KAD_OnoBack_Transect 1",-18.9158333,178.5330556,"Back Reef Slope",1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Inner Reef Flat",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,4.0037323136769,160.149292547076,81,3.71817555408128e-16,0.731502163238228,0.956319546928035,0.319009781756135,0.106295367928625,28.9695559714458
"Kadavu","Ono","FLMMA/Kokomo","Narikoso","Kadavu 1","KAD_OnoBack_Transect 2",-18.9158333,178.5330556,"Back Reef Slope",1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Inner Reef Flat",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,4.66508816363669,186.603526545468,87,6.91923611270333e-13,0.708761435297503,0.925251011289939,0.319781190479689,0.109689832067515,22.6361389872583
"Kadavu","Ono","FLMMA/Kokomo","Narikoso","Kadavu 1","KAD_OnoBack_Transect 3",-18.9158333,178.5330556,"Back Reef Slope",1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Inner Reef Flat",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,4.28852465530133,171.540986212053,96,2.79276501294187e-12,0.683165802225734,0.893014914335699,0.308541698798721,0.105354108578628,24.252599572583
"Kadavu","Ono","FLMMA/Kokomo","Narikoso","Kadavu 1","KAD_OnoBack_Transect 4",-18.9158333,178.5330556,"Back Reef Slope",1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Inner Reef Flat",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,1.70725551498284,68.2902205993135,63,9.03816210468122e-15,0.704110265578956,0.94997041287693,0.342129430944307,0.123079432945329,23.1003366183551
"Kadavu","Ono","FLMMA/Kokomo","Narikoso","Kadavu 1","KAD_OnoBack_Transect 5",-18.9158333,178.5330556,"Back Reef Slope",1.8360801,136.29086,98.372093,"Locally Managed Marine Area","2005-2009","Part",19.22,"1985","Inner Reef Flat",49638,0.535989212,0.587497253,0,0,0.716915551,0.575590072,0.402665348,"Sediments","Melanesia","non-refugia",0.919120934,542.0655398,0,0,30.78005219,0.000664594,-0.05061,-0.65222,0.12631,-0.11568,-0.01837,-0.1571,4.46688641519073,178.675456607629,86,2.90924493434117e-13,0.629800614384869,0.912304221585659,0.324711542449638,0.113459353321486,24.554561549494
"Kadavu","Nukuvou","FLMMA/Matava","NukuvouCOW","Kadavu 2","KAD_COW_Transect 1",-19.01829737,178.4898473,NA,3.9523728,288.60309,155.06244,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,4.47780273114045,179.112109245618,53,5.56843893584062e-13,0.774144949075225,0.889066310809719,0.278306968755726,0.0917653346993484,32.7045183417067
"Kadavu","Nukuvou","FLMMA/Matava","NukuvouCOW","Kadavu 2","KAD_COW_Transect 2",-19.01829737,178.4898473,NA,3.9523728,288.60309,155.06244,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,3.23069060120744,129.227624048298,53,5.63787536677454e-13,0.807605969708171,0.967906430568033,0.273357346418956,0.0864205965231558,20.3054423373297
"Kadavu","Nukuvou","FLMMA/Matava","NukuvouCOW","Kadavu 2","KAD_COW_Transect 3",-19.01829737,178.4898473,NA,3.9523728,288.60309,155.06244,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,6.56789941893005,262.715976757202,63,1.97504671433704e-12,0.735927562550662,0.90193673319418,0.30002201306844,0.100003169755211,31.3551820728291
"Kadavu","Nukuvou","FLMMA/Matava","NukuvouCOW","Kadavu 2","KAD_COW_Transect 4",-19.01829737,178.4898473,NA,3.9523728,288.60309,155.06244,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,12.5166248259221,500.664993036882,137,5.58120327375308e-10,0.699453055873065,0.906206247997148,0.319274784101729,0.111947333031631,30.914551846286
"Kadavu","Nukuvou","FLMMA/Matava","RobertsReef","Kadavu 2","KAD_ROB_Transect 1",-19.02253742,178.4892083,NA,7.4294782,543.73291,157.43689,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,5.50326789470109,220.130715788044,180,6.6792006636788e-11,0.593348431379164,0.878982549837861,0.270605649769686,0.0893766591779535,31.8880515195373
"Kadavu","Nukuvou","FLMMA/Matava","RobertsReef","Kadavu 2","KAD_ROB_Transect 2",-19.02253742,178.4892083,NA,7.4294782,543.73291,157.43689,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,6.32343617811067,252.937447124427,196,6.076845356306e-10,0.745696926740156,0.895626609279679,0.25758627861749,0.0863938669069702,32.9576286980783
"Kadavu","Nukuvou","FLMMA/Matava","RobertsReef","Kadavu 2","KAD_ROB_Transect 3",-19.02253742,178.4892083,NA,7.4294782,543.73291,157.43689,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,4.75342462554917,190.136985021967,113,1.39862545069469e-10,0.716496725726221,0.943384381412241,0.337594008584057,0.125295845243245,19.4716256315383
"Kadavu","Nukuvou","FLMMA/Matava","RobertsReef","Kadavu 2","KAD_ROB_Transect 4",-19.02253742,178.4892083,NA,7.4294782,543.73291,157.43689,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,4.32702097638928,173.080839055571,89,4.66561806780845e-10,0.753483464348943,0.9022442817828,0.316623578894384,0.112400231442577,19.2345484448026
"Kadavu","Nukuvou","FLMMA/Matava","RobertsReef","Kadavu 2","KAD_ROB_Transect 5",-19.02253742,178.4892083,NA,7.4294782,543.73291,157.43689,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,17.6070318769453,704.281275077812,104,6.24202383809888e-10,0.693943553768487,0.908766774430723,0.378134963330274,0.15346990820761,25.0806786385396
"Kadavu","Nukuvou","FLMMA/Matava","RobertsReef","Kadavu 2","KAD_LUPE_Transect 1",-19.02048259,178.4895541,NA,7.4294782,543.73291,157.43689,"Locally Managed Marine Area","2000-2004","Part",10.87,"2003","Back Reef Slope",49740,0.496694199,0.612993626,0,0.89839915,0.721292482,0.55745951,0.547806495,"Tourism","Melanesia","non-refugia",0.692938407,719.7486448,0,638,32.64180756,0.000358743,-0.06755,-0.5708,0.12037,-0.10968,-0.59643,-0.2335,13.3441807282099,533.767229128394,739,6.49257092194885e-12,0.758976721117257,0.744282893161787,0.041082971828464,0.0112631583996612,41.6841351198389
"Kadavu","Soso","FLMMA/Matava","Soso1","Kadavu 3","KAD_SO1_Transect 1",-19.050175,178.2953433,"Outer Reef Flat",5.6637535,426.80042,103.3162,"Locally Managed Marine Area","2005-2009","Part",4.56,"2005","Inner Reef Flat",49807,0.446554663,0.571159059,0,0,0.731278505,0.546459566,0.382575299,"Sediments","Melanesia","non-refugia",0.511425537,450.3673286,0,0,36.69154358,0.000232939,-0.06438,-0.5281,0.11545,-0.13044,-0.54189,-0.27593,8.68795482445146,347.518192978059,143,3.68527829839134e-11,0.622745738624989,0.899022264037459,0.307136510026902,0.104220444619613,31.221147951122
"Kadavu","Soso","FLMMA/Matava","Soso1","Kadavu 3","KAD_SO1_Transect 2",-19.050175,178.2953433,"Outer Reef Flat",5.6637535,426.80042,103.3162,"Locally Managed Marine Area","2005-2009","Part",4.56,"2005","Inner Reef Flat",49807,0.446554663,0.571159059,0,0,0.731278505,0.546459566,0.382575299,"Sediments","Melanesia","non-refugia",0.511425537,450.3673286,0,0,36.69154358,0.000232939,-0.06438,-0.5281,0.11545,-0.13044,-0.54189,-0.27593,6.90281948834232,276.112779533693,90,2.53536215287083e-11,0.750866189202287,0.86947322912112,0.291962406937129,0.0944440371037206,28.9708881873843
